FPR;Precision
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.179;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.178;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.177;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.176;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.175;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.174;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.173;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.172;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.171;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.007
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.17;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.169;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.168;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.167;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.166;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.165;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.164;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.163;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.162;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.161;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.16;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.159;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.158;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.157;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.156;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.155;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.154;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
0.153;0.008
